Make,Model,Variant,Fuel Type,Transmission,Colors Available,City,Ex-Showroom Price (INR),Channel/Segment
Skoda,Kushaq,Style 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Candy White, Brilliant Silver, Carbon Steel, Tornado Red, Reflex Silver, Honey Orange",Delhi,1700000,Mass
Skoda,Kushaq,Monte Carlo 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Carbon Steel, Tornado Red",Delhi,1899000,Mass
Skoda,Kodiaq,Style 2.0 TSI DSG,Petrol Turbo,7-speed DSG,"Candy White, Brilliant Silver, Lava Blue, Quartz Grey",Delhi,3699000,Premium
Skoda,Kodiaq,L&K 2.0 TSI DSG,Petrol Turbo,7-speed DSG,"Candy White, Brilliant Silver, Lava Blue, Quartz Grey",Delhi,4200000,Premium
Skoda,Kodiaq,Sportline 2.0 TSI DSG 4x4,Petrol Turbo,7-speed DSG,"Carbon Steel, Lava Blue",Delhi,4699000,Premium
Volkswagen,Taigun,Comfortline 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Curcuma Yellow",Delhi,1100000,Mass
Volkswagen,Taigun,Highline 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Curcuma Yellow",Delhi,1300000,Mass
Volkswagen,Taigun,Highline 1.0 TSI AT,Petrol Turbo,8-speed AT,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Curcuma Yellow",Delhi,1450000,Mass
Volkswagen,Taigun,Topline 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Curcuma Yellow",Delhi,1700000,Mass
Volkswagen,Taigun,GT 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Carbon Steel, Wild Cherry Red, Curcuma Yellow",Delhi,1930000,Mass
Volkswagen,Virtus,Comfortline 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Rising Blue",Delhi,1050000,Mass
Volkswagen,Virtus,Highline 1.0 TSI MT,Petrol Turbo,6-speed MT,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Rising Blue",Delhi,1200000,Mass
Volkswagen,Virtus,Highline 1.0 TSI AT,Petrol Turbo,8-speed AT,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Rising Blue",Delhi,1400000,Mass
Volkswagen,Virtus,Topline 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Candy White, Reflex Silver, Carbon Steel, Wild Cherry Red, Rising Blue",Delhi,1650000,Mass
Volkswagen,Virtus,GT 1.5 TSI DSG,Petrol Turbo,7-speed DSG,"Carbon Steel, Wild Cherry Red, Rising Blue",Delhi,1920000,Mass
Volkswagen,Tiguan,Elegance 2.0 TSI DSG 4MOTION,Petrol Turbo,7-speed DSG,"Oryx White, Dolphin Grey, Deep Black Pearl, Reflex Silver",Delhi,4711000,Premium
Volkswagen,Tayron,R-Line 2.0 TSI DSG,Petrol Turbo,7-speed DSG,"Oryx White, Dolphin Grey, Deep Black Pearl",Delhi,4199000,Premium
Volkswagen,Tayron,R-Line 2.0 TSI DSG 4MOTION,Petrol Turbo,7-speed DSG,"Oryx White, Dolphin Grey, Deep Black Pearl",Delhi,4774000,Premium
BYD,Atto 3,Dynamic,Electric,Single-speed,"Surf Blue, Boulder Grey, Ski White, Cosmos Black",Delhi,2499000,EV
BYD,Atto 3,Premium,Electric,Single-speed,"Surf Blue, Boulder Grey, Ski White, Cosmos Black",Delhi,2900000,EV
BYD,Atto 3,Superior,Electric,Single-speed,"Surf Blue, Boulder Grey, Ski White, Cosmos Black",Delhi,3350000,EV
BYD,Atto 3,Flagship,Electric,Single-speed,"Surf Blue, Boulder Grey, Ski White, Cosmos Black",Delhi,3449000,EV
BYD,eMAX 7,Comfort,Electric,Single-speed,"Harbour Grey, Cosmos Black, Crystal White",Delhi,2690000,EV
BYD,eMAX 7,Premium,Electric,Single-speed,"Harbour Grey, Cosmos Black, Crystal White",Delhi,2790000,EV
BYD,eMAX 7,Superior,Electric,Single-speed,"Harbour Grey, Cosmos Black, Crystal White",Delhi,2990000,EV
BYD,Seal,Dynamic,Electric,Single-speed,"Aurora White, Cosmos Black, Atlantis Grey",Delhi,4150000,EV
BYD,Seal,Premium,Electric,Single-speed,"Aurora White, Cosmos Black, Atlantis Grey",Delhi,4650000,EV
BYD,Seal,Performance AWD,Electric,Single-speed,"Aurora White, Cosmos Black, Atlantis Grey",Delhi,5365000,EV
BYD,Sealion 7,Dynamic,Electric,Single-speed,"Aurora White, Cosmos Black, Atlantis Grey, Glacial Blue",Delhi,4190000,EV
BYD,Sealion 7,Premium,Electric,Single-speed,"Aurora White, Cosmos Black, Atlantis Grey, Glacial Blue",Delhi,4690000,EV
BYD,Sealion 7,Superior AWD,Electric,Single-speed,"Aurora White, Cosmos Black, Atlantis Grey, Glacial Blue",Delhi,5590000,EV
MG,Comet EV,Excite,Electric,Single-speed,"Candy White, Starry Black, Aurora Silver, Apple Green, Brit Dynamic Red",Delhi,780000,EV
MG,Comet EV,Excite+,Electric,Single-speed,"Candy White, Starry Black, Aurora Silver, Apple Green, Brit Dynamic Red",Delhi,850000,EV
MG,Comet EV,Exquisite,Electric,Single-speed,"Candy White, Starry Black, Aurora Silver, Apple Green, Brit Dynamic Red, Dual Tone",Delhi,950000,EV
MG,Comet EV,Exclusive,Electric,Single-speed,"Candy White, Starry Black, Aurora Silver, Apple Green, Brit Dynamic Red, Dual Tone",Delhi,1007000,EV
MG,Astor,Style 1.5 MT,Petrol,5-speed MT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Spiced Orange",Delhi,979000,Mass
MG,Astor,Super 1.5 CVT,Petrol,CVT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Spiced Orange",Delhi,1100000,Mass
MG,Astor,Smart 1.5 CVT,Petrol,CVT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Spiced Orange",Delhi,1250000,Mass
MG,Astor,Sharp 1.3T AT,Petrol Turbo,6-speed AT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Spiced Orange",Delhi,1400000,Mass
MG,Hector,Style 1.5T MT,Petrol Turbo,6-speed MT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Woodland Green",Delhi,1199000,Mass
MG,Hector,Super 1.5T MT,Petrol Turbo,6-speed MT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Woodland Green",Delhi,1350000,Mass
MG,Hector,Smart 1.5T CVT,Petrol Turbo,CVT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Woodland Green, Dual Tone",Delhi,1550000,Mass
MG,Hector,Sharp 2.0D MT,Diesel,6-speed MT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Woodland Green, Dual Tone",Delhi,1700000,Mass
MG,Hector,Savvy 1.5T CVT,Petrol Turbo,CVT,"Candy White, Glaze Red, Aurora Silver, Starry Black, Woodland Green, Dual Tone",Delhi,1919000,Mass
MG,Windsor EV,Excite,Electric,Single-speed,"Starburst Blue, Pearl White, Turquoise Green, Clay Beige",Delhi,1470000,EV
MG,Windsor EV,Exclusive,Electric,Single-speed,"Starburst Blue, Pearl White, Turquoise Green, Clay Beige",Delhi,1600000,EV
MG,Windsor EV,Essence,Electric,Single-speed,"Starburst Blue, Pearl White, Turquoise Green, Clay Beige",Delhi,1750000,EV
MG,Windsor EV,Essence+,Electric,Single-speed,"Starburst Blue, Pearl White, Turquoise Green, Clay Beige",Delhi,1900000,EV
MG,ZS EV,Excite,Electric,Single-speed,"Candy White, Glaze Red, Aurora Silver, Starry Black",Delhi,1800000,EV
MG,ZS EV,Exclusive,Electric,Single-speed,"Candy White, Glaze Red, Aurora Silver, Starry Black",Delhi,1950000,EV
MG,ZS EV,Essence,Electric,Single-speed,"Candy White, Glaze Red, Aurora Silver, Starry Black",Delhi,2100000,EV
MG,Majestor,Savvy,Petrol Turbo,8-speed AT,"Candy White, Aurora Silver, Starry Black",Delhi,4249000,Premium
